State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Supply Volume (MT),Demand Volume (MT),Market Insights,Sowing Area (Hectares),Production Estimate (MT),Stock Level (MT),Stock Released (MT),Inflation Rate (%),Input Type,Input Cost (INR),Seasonality Impact,Intervention Type,Impact on Price (INR/kg),ARIMA_p,ARIMA_d,ARIMA_q,Forecasted Price (INR/kg)
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Banana,Banana - Ripe,Medium,2640,2840,2750,481,610,Low supply affecting prices,2271,4751,6535,1909,7.210313635,Labor,391,High,Price Cap,2.080361851,2,1,2,2754.865325
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Banana - Green,Banana - Green,FAQ,1530,1720,1630,471,659,Stable demand,3415,1185,5854,563,4.945427039,Seed,453,High,Price Cap,1.160012339,1,1,1,1633.818715
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Onion,Red,FAQ,1330,1480,1400,709,569,Government intervention expected,3791,3422,6041,1447,5.645542141,Labor,336,Medium,No Intervention,-1.870068631,1,0,1,1396.26542
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Potato,Desi,FAQ,1070,1250,1180,653,433,Low supply affecting prices,1617,1071,5883,1460,3.099434582,Labor,688,Low,No Intervention,-4.112411067,1,1,1,1183.948975
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Rice,Common,FAQ,2560,2720,2635,561,533,High demand due to festival,4053,1073,6534,1875,3.301269364,Fertilizer,322,Low,Price Cap,-1.321855133,2,1,2,2633.048673
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Tomato,Deshi,FAQ,5780,5950,5870,726,427,High demand due to festival,2994,2920,6192,1986,5.985916147,Seed,535,High,Price Cap,-4.175954866,1,0,1,5872.682505
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Wheat,Dara,FAQ,2240,2400,2315,437,403,High demand due to festival,2121,2364,7595,819,7.396140413,Fertilizer,737,Low,Stock Release,-5.574829834,2,0,1,2310.002092
Uttar Pradesh,Shahjahanpur,Tilhar,Bottle gourd,Bottle Gourd,FAQ,360,410,385,792,553,Government intervention expected,2291,3200,4755,856,5.46697914,Fertilizer,138,Low,Price Cap,-2.974597354,2,1,2,382.7584738
Uttar Pradesh,Shahjahanpur,Tilhar,Colacasia,Colacasia,FAQ,1560,1640,1600,600,394,Low supply affecting prices,2083,3143,4145,592,3.824872903,Fertilizer,426,High,Price Cap,2.046711639,2,1,1,1602.584484
Uttar Pradesh,Shahjahanpur,Tilhar,Jack Fruit,Jack Fruit,Medium,860,940,900,599,636,Government intervention expected,3547,4636,5020,1194,3.580636572,Seed,308,High,Stock Release,2.967817134,1,1,2,904.7234732
Uttar Pradesh,Shahjahanpur,Tilhar,Mango,Dusheri,Medium,1510,1530,1520,654,516,Low supply affecting prices,4379,3492,7822,1823,7.498940007,Labor,205,Medium,Price Cap,-4.053056779,2,0,1,1516.709626
Uttar Pradesh,Shahjahanpur,Tilhar,Potato,Potato,FAQ,670,730,700,578,360,High demand due to festival,4564,4757,7574,1912,6.50818927,Labor,751,Medium,Price Cap,8.947960727,2,0,1,699.5941174
Uttar Pradesh,Shahjahanpur,Tilhar,Pumpkin,Pumpkin,FAQ,340,400,360,434,567,High demand due to festival,4054,4181,5627,933,7.830977773,Seed,348,High,No Intervention,-4.760815402,1,1,1,360.8716969
Uttar Pradesh,Shravasti,Payagpur,Ginger(Green),Green Ginger,FAQ,13200,14000,13500,481,540,Stable demand,3458,2481,4827,1625,3.411743107,Seed,666,Medium,Price Cap,4.242642204,2,1,2,13504.52563
Uttar Pradesh,Shravasti,Payagpur,Green Chilli,Green Chilly,FAQ,4700,5000,4800,788,312,Government intervention expected,4065,3875,5858,1340,7.513064275,Labor,729,Medium,Price Cap,-8.370398862,1,0,1,4799.53269
Uttar Pradesh,Shravasti,Payagpur,Lemon,Lemon,FAQ,2800,3200,3000,797,446,Government intervention expected,2163,4122,4626,1901,7.228161563,Labor,961,Low,Stock Release,3.296890922,1,1,2,3004.335347
Uttar Pradesh,Shravasti,Payagpur,Onion,Red,FAQ,1500,1800,1600,619,539,Stable demand,2932,3424,7598,1861,7.465925915,Fertilizer,787,High,No Intervention,-0.8010250268,1,0,1,1604.78188
Uttar Pradesh,Shravasti,Payagpur,Potato,Red,FAQ,900,1200,1000,557,388,High demand due to festival,2351,1764,5295,1523,3.028814783,Labor,453,Low,No Intervention,1.382156893,2,1,2,1004.41632
Uttar Pradesh,Shravasti,Payagpur,Tomato,Deshi,FAQ,6000,6300,6200,403,394,High demand due to festival,1463,2096,6581,1397,6.709517403,Fertilizer,569,Low,Price Cap,-6.31854681,2,1,2,6202.487305
Uttar Pradesh,Siddharth Nagar,Naugarh,Apple,Delicious,Medium,9670,9685,9680,566,614,Government intervention expected,3749,1211,4629,1383,5.744690571,Labor,824,High,No Intervention,-1.328720628,3,1,1,9676.262306
Uttar Pradesh,Siddharth Nagar,Naugarh,Banana - Green,Banana - Green,FAQ,1840,1885,1875,603,592,Low supply affecting prices,2660,4503,6928,1277,5.865897169,Labor,364,Low,No Intervention,5.325557131,3,0,1,1876.024134
Uttar Pradesh,Siddharth Nagar,Naugarh,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,5640,5685,5680,593,324,High demand due to festival,2948,1723,7166,991,5.346009937,Labor,751,Medium,No Intervention,5.341696656,3,0,1,5682.535268
Uttar Pradesh,Siddharth Nagar,Naugarh,Bhindi(Ladies Finger),Bhindi,FAQ,2150,2180,2160,634,571,Stable demand,3210,4834,7518,1583,6.713384589,Fertilizer,563,Medium,Stock Release,-5.248880775,1,1,1,2164.549059
Uttar Pradesh,Siddharth Nagar,Naugarh,Bitter gourd,Bitter Gourd,FAQ,1810,1850,1820,605,465,Stable demand,1059,4239,6462,1312,7.999196452,Fertilizer,936,Medium,Stock Release,-2.948014498,3,1,1,1822.779599
Uttar Pradesh,Siddharth Nagar,Naugarh,Bottle gourd,Bottle Gourd,FAQ,1670,1685,1680,549,549,Stable demand,4996,3822,4256,891,6.552691796,Labor,950,Medium,No Intervention,-9.923728892,2,0,2,1680.38935
Uttar Pradesh,Siddharth Nagar,Naugarh,Brinjal,Round/Long,FAQ,1960,1985,1980,558,386,Government intervention expected,4102,3378,7914,1642,6.39025208,Fertilizer,540,Medium,No Intervention,-8.200756513,1,1,2,1977.051637
Uttar Pradesh,Siddharth Nagar,Naugarh,Green Chilli,Green Chilly,FAQ,3610,3660,3620,678,441,Government intervention expected,1332,2765,7333,1994,6.272188578,Fertilizer,383,Low,Price Cap,-7.465392947,1,1,2,3619.570561
Uttar Pradesh,Siddharth Nagar,Naugarh,Gur(Jaggery),Red,FAQ,3820,3860,3850,703,433,Government intervention expected,1075,1750,6134,1851,6.476058349,Fertilizer,884,High,No Intervention,-4.126973482,2,0,2,3851.383009
Uttar Pradesh,Siddharth Nagar,Naugarh,Mango,Dusheri,Medium,2420,2450,2430,780,578,Government intervention expected,2778,4858,4904,520,4.710562337,Fertilizer,633,Low,Stock Release,5.180309735,3,1,1,2428.245992
Uttar Pradesh,Siddharth Nagar,Naugarh,Mousambi(Sweet Lime),Mousambi,Medium,4020,4080,4050,565,425,Stable demand,3364,2517,5459,1620,4.601098718,Seed,468,Low,Price Cap,0.2050026431,3,1,2,4049.564505
Uttar Pradesh,Siddharth Nagar,Naugarh,Mustard,Sarson(Black),FAQ,5520,5560,5550,710,615,Stable demand,4841,4214,7901,1012,6.921689891,Fertilizer,798,Medium,Stock Release,5.852162731,2,0,2,5545.173604
Uttar Pradesh,Siddharth Nagar,Naugarh,Paddy(Dhan)(Common),Paddy Coarse,FAQ,0,0,2040,467,695,Government intervention expected,4488,4653,6617,1407,3.265440087,Labor,818,Medium,Stock Release,5.098114152,2,0,1,2043.79025
Uttar Pradesh,Siddharth Nagar,Naugarh,Papaya,Papaya,Medium,2480,2495,2490,487,440,Government intervention expected,1189,2468,6789,1214,6.796238691,Fertilizer,758,Low,Stock Release,1.74276419,3,1,2,2485.347659
Uttar Pradesh,Siddharth Nagar,Naugarh,Peas(Dry),Peas(Dry),FAQ,5560,5585,5580,616,655,Stable demand,4560,3871,4107,1443,7.069207926,Labor,594,Low,Stock Release,-0.002795976078,2,0,2,5579.092902
Uttar Pradesh,Siddharth Nagar,Naugarh,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,3040,3060,3050,400,402,Government intervention expected,2912,1393,5042,849,5.607989798,Fertilizer,253,High,Stock Release,8.626417231,3,0,1,3050.10974
Uttar Pradesh,Siddharth Nagar,Naugarh,Pomegranate,Pomogranate,Medium,6530,6580,6540,534,525,Government intervention expected,4386,1511,5388,1655,7.550740477,Labor,719,High,Price Cap,1.385404452,2,0,2,6544.72418
Uttar Pradesh,Siddharth Nagar,Naugarh,Potato,Desi,FAQ,1150,1190,1180,584,689,Government intervention expected,1295,1685,5676,1045,5.365437186,Seed,415,High,Stock Release,-0.3435203077,3,0,2,1184.351635
Uttar Pradesh,Siddharth Nagar,Naugarh,Rice,III,FAQ,2640,2680,2660,750,362,Government intervention expected,3548,4919,5402,1098,3.89043334,Labor,399,High,No Intervention,7.382416191,2,0,2,2661.463601
Uttar Pradesh,Siddharth Nagar,Naugarh,Tomato,Deshi,FAQ,6430,6480,6450,539,593,High demand due to festival,1176,3668,4159,531,4.806993244,Fertilizer,539,High,Price Cap,-8.571225705,1,1,1,6450.840537
Uttar Pradesh,Siddharth Nagar,Naugarh,Wheat,Dara,FAQ,2260,2285,2280,505,683,Government intervention expected,1799,2738,4099,758,7.52933753,Fertilizer,910,Medium,No Intervention,3.12052639,1,1,1,2278.665559
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Firewood,Other,FAQ,200,240,220,532,605,Stable demand,1805,2720,4264,975,7.968691442,Labor,250,High,Price Cap,-7.739454997,1,0,1,215.4108738
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Mango,Dusheri,Small,1800,2000,1900,507,553,Stable demand,3907,2826,7821,1324,5.109269835,Seed,505,Low,No Intervention,6.396432558,2,0,2,1897.677072
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Onion,Nasik,FAQ,1000,1200,1100,577,479,Stable demand,2742,4399,6797,1471,3.834232728,Fertilizer,274,Medium,Stock Release,5.853323701,3,1,2,1103.477228
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Potato,Local,FAQ,750,950,850,697,339,Stable demand,1214,3651,7120,1419,4.431646401,Fertilizer,154,Low,No Intervention,0.07200068506,3,1,2,851.4826918
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Wheat,Dara,FAQ,2200,2220,2210,757,563,Government intervention expected,2879,2282,4676,532,5.766481713,Labor,878,Medium,Stock Release,3.220883002,3,1,1,2213.144262
Uttar Pradesh,Sitapur,Hargaon (Laharpur),Wood,Eucalyptus,FAQ,450,550,500,779,488,High demand due to festival,3700,2857,4798,1398,5.860479591,Labor,410,Medium,Price Cap,5.452433826,1,0,2,503.3697328
Uttar Pradesh,Sitapur,Mehmoodabad,Apple,Golden,Medium,9555,9675,9610,795,307,Low supply affecting prices,1596,4508,7486,887,6.150297033,Seed,253,High,Stock Release,-0.3339225997,1,1,1,9605.622074
Uttar Pradesh,Sitapur,Mehmoodabad,Banana,Banana - Ripe,Medium,2650,2770,2700,758,403,Low supply affecting prices,2717,3765,5082,1297,7.176766863,Labor,996,Low,No Intervention,8.119158276,3,1,1,2698.371429
Uttar Pradesh,Sitapur,Mehmoodabad,Bottle gourd,Bottle Gourd,FAQ,1535,1570,1550,545,524,Low supply affecting prices,2355,4635,6230,955,6.556070758,Fertilizer,599,High,Stock Release,-1.259399815,2,0,1,1551.759874
Uttar Pradesh,Sitapur,Mehmoodabad,Brinjal,Brinjal,FAQ,1670,1710,1690,473,333,Low supply affecting prices,1127,3396,6706,1667,4.304201133,Labor,600,Low,Stock Release,7.840450303,2,0,2,1693.530884
Uttar Pradesh,Sitapur,Mehmoodabad,Garlic,Garlic,FAQ,5870,5910,5890,507,535,Stable demand,2292,4764,5470,723,4.975220303,Seed,289,Low,Price Cap,1.654880977,3,1,1,5893.014331
Uttar Pradesh,Sitapur,Mehmoodabad,Ginger(Green),Green Ginger,FAQ,8580,8620,8600,521,527,Government intervention expected,3598,4886,7969,716,7.199082919,Seed,605,High,Stock Release,-1.475134721,3,0,2,8599.221461
Uttar Pradesh,Sitapur,Mehmoodabad,Green Chilli,Green Chilly,FAQ,3250,3300,3270,416,487,Government intervention expected,2558,3562,5324,655,6.166913353,Fertilizer,248,High,Price Cap,-9.918049314,2,0,2,3274.321028
Uttar Pradesh,Sitapur,Mehmoodabad,Lemon,Lemon,FAQ,3930,4050,3990,595,612,Low supply affecting prices,2777,4520,4607,1288,3.832090241,Labor,107,Medium,No Intervention,-4.088881589,3,0,2,3988.007171
Uttar Pradesh,Sitapur,Mehmoodabad,Onion,Red,FAQ,1265,1300,1280,726,321,Low supply affecting prices,4437,3446,5578,535,4.62769402,Fertilizer,759,Medium,Price Cap,7.358429847,2,1,2,1278.757763
Uttar Pradesh,Sitapur,Mehmoodabad,Pomegranate,Pomogranate,Medium,6800,6915,6860,717,642,High demand due to festival,1618,4667,7425,1135,6.955454562,Seed,784,Medium,No Intervention,-1.425744219,2,1,2,6856.814208
Uttar Pradesh,Sitapur,Mehmoodabad,Potato,Potato,FAQ,1100,1145,1120,696,339,High demand due to festival,3395,3261,5792,508,3.860470617,Seed,692,Low,No Intervention,-1.570629457,1,1,2,1117.269205
Uttar Pradesh,Sitapur,Mehmoodabad,Pumpkin,Pumpkin,FAQ,1485,1525,1500,651,472,High demand due to festival,1141,4617,5236,1563,6.455253264,Labor,690,High,Stock Release,-0.2117863787,1,1,2,1495.087131
Uttar Pradesh,Sitapur,Misrikh,Wood,Other,FAQ,345,418,385,518,478,Stable demand,4216,3609,7260,1992,5.817682681,Labor,568,Medium,Price Cap,-4.27391937,1,1,1,383.0849072
Uttar Pradesh,Sitapur,Sindholi,Wood,Other,FAQ,300,400,350,561,385,Government intervention expected,3839,2312,6690,678,3.737374532,Fertilizer,420,High,No Intervention,-0.1689746049,3,1,1,348.0657018
Uttar Pradesh,Sitapur,Sitapur,Apple,Kasmir/Shimla - II,Medium,9500,9700,9620,597,432,Stable demand,1244,2864,6394,1458,6.44439462,Seed,671,Medium,Stock Release,-2.484737671,2,0,1,9615.672751
Uttar Pradesh,Sitapur,Sitapur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,10970,11600,11500,444,650,Stable demand,4513,4330,6859,1000,3.711744853,Fertilizer,550,Medium,Stock Release,8.188850609,3,1,2,11498.40478
Uttar Pradesh,Sitapur,Sitapur,Banana,Banana - Ripe,Medium,2600,2800,2700,713,312,Government intervention expected,3750,3305,7974,872,4.992177896,Fertilizer,706,High,No Intervention,1.279335424,3,1,1,2698.013833
Uttar Pradesh,Sitapur,Sitapur,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,5560,5640,5600,578,327,High demand due to festival,2313,2411,4800,1591,4.542799623,Fertilizer,923,Medium,Stock Release,6.683019383,3,1,1,5602.990546
Uttar Pradesh,Sitapur,Sitapur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,8830,8950,8900,781,383,Government intervention expected,2714,2807,5160,1469,6.450049763,Seed,227,High,Price Cap,3.737481912,2,0,1,8896.562467
Uttar Pradesh,Sitapur,Sitapur,Bottle gourd,Bottle Gourd,FAQ,1500,1670,1560,443,617,Low supply affecting prices,2135,3741,5053,1947,6.911811783,Labor,733,Medium,No Intervention,-5.747940319,1,0,2,1562.250825
Uttar Pradesh,Sitapur,Sitapur,Brinjal,Round/Long,FAQ,1600,1800,1700,670,648,High demand due to festival,3261,2568,6193,1014,3.84158291,Seed,386,High,No Intervention,7.353312194,2,1,1,1696.299863
Uttar Pradesh,Sitapur,Sitapur,Ginger(Green),Green Ginger,FAQ,8500,8700,8600,477,642,Government intervention expected,4721,4336,5847,863,7.059983713,Fertilizer,952,Medium,Stock Release,-8.254584052,2,0,1,8599.962338
Uttar Pradesh,Sitapur,Sitapur,Green Chilli,Green Chilly,FAQ,3200,3360,3280,725,579,Stable demand,2909,4384,5491,1276,3.03607028,Seed,186,Medium,No Intervention,-1.027242789,3,0,2,3282.363839
Uttar Pradesh,Sitapur,Sitapur,Gur(Jaggery),Yellow,FAQ,3600,3700,3640,577,653,Government intervention expected,3247,2063,6021,1974,5.650292737,Fertilizer,993,Low,No Intervention,-5.216891489,3,1,2,3641.064557
Uttar Pradesh,Sitapur,Sitapur,Lemon,Lemon,FAQ,3900,4100,4000,756,562,High demand due to festival,3452,1997,7688,1273,5.583944449,Fertilizer,180,High,No Intervention,0.7511084526,1,0,2,4001.458771
Uttar Pradesh,Sitapur,Sitapur,Lentil (Masur)(Whole),Masoor Gola,FAQ,6770,6900,6800,402,465,Low supply affecting prices,1420,3867,4502,828,6.119107154,Labor,633,Medium,Price Cap,-3.999008411,2,0,1,6797.063707
Uttar Pradesh,Sitapur,Sitapur,Mustard,Sarson(Black),FAQ,5000,5450,5450,613,592,Stable demand,1006,3257,6846,1293,4.198502652,Fertilizer,351,Low,Price Cap,4.456525184,1,1,2,5453.274027
Uttar Pradesh,Sitapur,Sitapur,Onion,Red,FAQ,1180,1360,1290,741,367,Low supply affecting prices,4929,3319,7015,1461,3.04928415,Seed,289,High,Price Cap,8.738374023,3,0,1,1294.521145
Uttar Pradesh,Sitapur,Sitapur,Paddy(Dhan)(Common),Paddy Coarse,FAQ,1800,2020,1980,473,525,Low supply affecting prices,2548,4207,5214,869,5.273814581,Labor,923,Medium,Price Cap,4.181799564,3,0,2,1976.543694
Uttar Pradesh,Sitapur,Sitapur,Papaya,Papaya,Medium,2300,2460,2380,450,469,Stable demand,3639,1598,4470,1096,3.357031056,Labor,697,Medium,Stock Release,-2.893792664,1,1,2,2383.882672
Uttar Pradesh,Sitapur,Sitapur,Pomegranate,Pomogranate,Medium,6800,6950,6870,466,385,Government intervention expected,3333,2083,6737,1910,7.460969434,Labor,583,Medium,No Intervention,2.001399233,1,1,1,6868.976916
Uttar Pradesh,Sitapur,Sitapur,Potato,Desi,FAQ,1000,1200,1120,731,432,Government intervention expected,1670,4581,5368,1637,3.868331628,Labor,478,High,Price Cap,7.770521836,2,0,1,1121.988352
Uttar Pradesh,Sitapur,Sitapur,Pumpkin,Pumpkin,FAQ,1400,1600,1500,492,477,Low supply affecting prices,3436,4747,7822,1070,5.126164837,Labor,555,Low,Stock Release,-4.599432204,1,0,2,1500.067206
Uttar Pradesh,Sitapur,Sitapur,Rice,Common,FAQ,2400,2600,2520,575,642,Government intervention expected,1415,4586,6048,1561,5.170001951,Seed,978,Medium,Price Cap,-7.635904725,1,1,2,2522.933393
Uttar Pradesh,Sitapur,Sitapur,Tomato,Hybrid,FAQ,5850,6400,6280,544,551,High demand due to festival,3831,4086,4109,876,5.764323239,Fertilizer,107,Low,Stock Release,-7.384720228,2,0,1,6275.452826
Uttar Pradesh,Sitapur,Sitapur,Wheat,Dara,FAQ,2200,2320,2270,406,314,Low supply affecting prices,2006,4685,5873,1922,6.912661744,Fertilizer,417,High,Price Cap,-0.1029397931,3,0,1,2268.236868
Uttar Pradesh,Sitapur,Sitapur,White Peas,White Peas,FAQ,5250,5380,5300,668,522,Low supply affecting prices,2736,4070,7858,1726,5.360740753,Fertilizer,433,High,Price Cap,4.642725223,2,0,2,5295.474867
Uttar Pradesh,Sitapur,Viswan,Apple,Kasmir/Shimla - II,Medium,9625,9725,9675,775,678,Low supply affecting prices,4221,3302,7954,1725,3.128766336,Fertilizer,329,Medium,No Intervention,3.145154842,3,0,1,9679.416998
Uttar Pradesh,Sitapur,Viswan,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11475,11575,11525,721,500,High demand due to festival,4062,3784,4893,599,6.855552056,Labor,763,Medium,Price Cap,-0.9222099903,3,1,1,11521.70151
Uttar Pradesh,Sitapur,Viswan,Banana,Besrai,Medium,2700,2750,2725,403,406,Low supply affecting prices,1427,1721,5769,1921,3.410866573,Fertilizer,607,Medium,Price Cap,4.585960804,1,1,1,2724.24565
Uttar Pradesh,Sitapur,Viswan,Bhindi(Ladies Finger),Bhindi,FAQ,2100,2150,2125,537,549,Government intervention expected,4879,3582,5087,1973,6.207766461,Fertilizer,889,Low,Stock Release,2.679399123,1,1,1,2126.414461
Uttar Pradesh,Sitapur,Viswan,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,8875,8975,8925,630,388,Government intervention expected,4052,4306,4755,1315,7.017147543,Labor,626,Low,No Intervention,2.564615112,1,0,1,8924.615012
Uttar Pradesh,Sitapur,Viswan,Bottle gourd,Bottle Gourd,FAQ,1510,1550,1530,487,424,Government intervention expected,4364,2154,4052,617,4.413450862,Labor,574,Medium,No Intervention,-5.952472054,1,0,1,1530.365423
Uttar Pradesh,Sitapur,Viswan,Brinjal,Round/Long,FAQ,1650,1700,1675,416,412,Government intervention expected,1333,4741,6309,920,5.245532408,Labor,505,High,Stock Release,-3.748331339,1,1,1,1672.040176
Uttar Pradesh,Sitapur,Viswan,Capsicum,Capsicum,FAQ,2850,2900,2875,451,436,Low supply affecting prices,3319,2708,7600,1766,3.071679211,Fertilizer,386,High,Price Cap,-3.111513494,3,0,2,2870.67029
Uttar Pradesh,Sitapur,Viswan,Firewood,Firewood,FAQ,220,270,245,533,546,High demand due to festival,4114,4071,5325,1040,7.019375998,Labor,859,Medium,Stock Release,6.163815166,2,1,2,242.5738839
Uttar Pradesh,Sitapur,Viswan,Garlic,Desi,FAQ,5875,5975,5925,610,465,Stable demand,4539,1016,6028,1750,6.51630545,Labor,866,Low,Price Cap,5.502209819,1,1,1,5923.171565
Uttar Pradesh,Sitapur,Viswan,Ginger(Green),Green Ginger,FAQ,8600,8700,8650,724,449,Government intervention expected,3366,3929,5991,1736,4.156936972,Seed,545,High,Price Cap,-4.946544852,3,0,1,8649.158139
Uttar Pradesh,Sitapur,Viswan,Green Chilli,Green Chilly,FAQ,3225,3275,3250,792,662,Stable demand,4563,4001,6933,1429,4.951130989,Seed,442,Low,No Intervention,-8.896954514,1,0,1,3247.959502
Uttar Pradesh,Sitapur,Viswan,Gur(Jaggery),Yellow,FAQ,3595,3635,3615,618,642,Stable demand,1526,3873,6281,1198,6.476582509,Fertilizer,424,Medium,Price Cap,5.355676184,2,1,1,3610.35811
Uttar Pradesh,Sitapur,Viswan,Mustard Oil,Mustard Oil,FAQ,14480,14580,14530,604,367,Low supply affecting prices,3807,1991,4072,612,4.790815609,Labor,976,Low,No Intervention,-1.802676424,3,0,1,14525.94608
Uttar Pradesh,Sitapur,Viswan,Onion,Red,FAQ,1280,1320,1300,610,520,Government intervention expected,2195,1877,5380,872,3.812073878,Fertilizer,266,Low,No Intervention,-5.60393662,2,1,1,1301.738184
Uttar Pradesh,Sitapur,Viswan,Paddy(Dhan)(Common),Common,FAQ,1880,2000,1960,676,570,Government intervention expected,2753,3232,4950,798,5.592527644,Seed,692,Low,Stock Release,-7.659662589,1,0,2,1955.631533
Uttar Pradesh,Sitapur,Viswan,Pomegranate,Pomogranate,Medium,6870,6970,6920,423,620,Government intervention expected,2672,4462,5626,1542,6.617837851,Seed,395,High,Price Cap,-9.743706988,3,1,1,6915.462136
Uttar Pradesh,Sitapur,Viswan,Potato,Desi,FAQ,1105,1145,1125,403,609,Stable demand,3368,2446,4483,1275,4.604047535,Labor,680,Low,Stock Release,-1.445407304,2,0,1,1128.117862
Uttar Pradesh,Sitapur,Viswan,Pumpkin,Pumpkin,FAQ,1450,1510,1480,551,648,Government intervention expected,3786,4917,5029,1170,3.608861358,Fertilizer,282,Low,Stock Release,-3.204723712,1,0,1,1475.412435
Uttar Pradesh,Sitapur,Viswan,Rice,Coarse,FAQ,2475,2515,2495,658,319,Government intervention expected,4115,2465,7781,510,7.147720809,Seed,938,Low,Stock Release,3.929403014,1,0,1,2490.687334
Uttar Pradesh,Sitapur,Viswan,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,1880,1940,1910,723,588,High demand due to festival,2555,4767,4876,507,4.264009332,Labor,675,Medium,Stock Release,9.533308644,3,1,1,1910.495127
Uttar Pradesh,Sitapur,Viswan,Sugar,Chini,FAQ,3755,3795,3775,756,399,Low supply affecting prices,3028,2678,7779,1676,5.564074771,Fertilizer,875,Low,No Intervention,-5.864347608,1,1,1,3774.428444
Uttar Pradesh,Sitapur,Viswan,Tomato,Hybrid,FAQ,6275,6375,6325,567,551,Government intervention expected,2654,4627,6005,1658,6.456715747,Labor,938,Low,No Intervention,-5.139277193,2,0,1,6329.644519
Uttar Pradesh,Sitapur,Viswan,Wheat,Dara,FAQ,2225,2275,2250,575,376,Government intervention expected,1453,4083,5831,1896,4.585376002,Labor,185,High,No Intervention,-3.253948463,1,0,1,2254.368467
